338,"Geologic Unit feature,  geothermal characterization",Descriptions of geologic units mapped in the state,300,"Rock unit name, major lithologies, thermal conductivity","Geologic rock units used on geologic maps in the state will be described and characterized, including thermal conductivity data, where available.  Records will be stored in web-accessible database on VA DMME* server.  ",35,meta
339,Hot spring description,Springs with higher-than-background water temperature,28,"Latitude, longitude, flow rate, water temperature, water chemistry (if available)","Descriptions of every thermal spring in the state will be gleaned from published and unpublished reports.  Data will be checked against existing online databases (e.g., SMU) to eliminate duplication.  Currently unavailable data will be stored in web-accessible database on VA DMME server.  ",35,temp
340,Bottom hole temperature,Bottom-hole temperatures from water wells and oil and gas wells,300,"Latitude, longitude, well identification information, depth/elevation, bottom-hole temperature, time lapsed since circulation stopped ","Wells with available bottom-hole temperature data currently unavailable through other sources (e.g., SMU) will be identified and a representative set of data from around the state will be selected for entry into a web-accessible database on a VA DMME server.  ",35,temp
341,Heat flow measurement ,Direct heat flow measurements from geothermal test wells.  Virginia Tech data.,77,"Latitude, longitude, well identification information, depth/elevation, measured heat flow","For wells currently unavailable through other sources (e.g., SMU), heat flow measurements will be entered in web-accessible database on VA DMME server.  ",35,temp
342,Thermal conductivity measurement ,Thermal conductivity of rocks tested by Virginia Tech,100,"Latitude, longitude, sample identification information, depth/elevation of sample, measured thermal conductivity, measurement procedure","For wells currently unavailable through other sources (e.g., SMU), thermal conductivity measurements will be gleaned from published and unpublished reports.  Data will be stored in web-accessible database on VA DMME server.  ",35,temp
343,Borehole features ,borehole digital data,"96,000","96,000 Water Wells  - Digital database in ---- format",Metadata and Link to live on-line data hosted at the Vermont Agency of Natural Resources (Vt ANR); static data may be delivered as ESRI shape file to NGDS for data repository. ,10,temp
344,Document,Vermont Geological Survey Publications: Reports with associated geologic maps,165,"","Metadata created; Reports scanned and delivered as pdf files to NGDS repository, maps as high resolution tiff and georectified; georectified tiffs sent to NGDS; on-line links to existing low res jpg and/or pdf files hosted at VT ANR.",10,meta
345,"Bedrock, Surficial and Hydrogeologic Maps",Digital (shapefiles and geodatabase files) ,"","43 Digital geologic map publications; 19 personal geodatabases, 76 shapefiles  ",Data is posted on-line at the Vermont Geological Survey/Vermont Center for GeoInfo. Maps are in the NGMDB. Link will be provided for digital data and for on-line images.,10,map
346,Document ,"Misc published/unpublished documents: Vermont Geology, Town sand and gravel resource reports, newspaper articles, technical reports",1050,"","Reports and maps will be scanned and delivered to NGDS document repository as pdf files, metadata will include bibliographic reference plus location name (town, county or quadrangle) and key words. ",10,meta
347,Document ,Natural Gas Exploration Well Archives,6,"","Exploration well logs, descriptions and reports will be scanned and delivered to NGDS document repository as pdf files; wells will have lat/long location. ",10,meta
348,Document,Non-VGS publications,1800,"","Metadata/bibliographic reference in excel spreadsheet with on-line link to source of publication, location information listed by town, county or quadrangle.",10,meta
349,Document,Masters degree theses,40,"","Reports and maps will be scanned and delivered as pdf files, metadata will include bibliographic reference plus location name (town, county or quadrangle) and key words. ",10,meta
350,Document,Document  and metadata,1,Mineral Resource Database,Links to Vermont Center for Geographic information and United State Geological Survey web site,10,meta
351,Document,Metallic and Non-metallic mineral  and site information,200,"","Reports and maps will be scanned and delivered as pdf files, metadata will include bibliographic reference plus location name (town, county or quadrangle) and key words. ",10,meta
352,Borehole lithology log dataset,600 O&G well locations ; 150 geot;  1000 Water well records w/temp data. Select water well logs with temperature; select oil and gas well logs and temperatures; geothermal well logs; ,833 total ,"Lithology; temperature, depth, borehole ID, collar elevation, lat, long of collar, source, date,  hole diameter, procedure",Link to Ecology online interactive database for water wells; submit to NGDS; enter key oil and gas well data and scan appropriate lithology logs for oil and gas; same for geothermal logs and submit to NGDS. Place well locations and logs on Washington Geologic Information Portal which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities . ,2,lith
353,Borehole lithology log dataset,Lithology logs,80,"Lithology; depth, borehole ID, collar elevation, lat, long of collar, source, date, hole diameter, procedure used","Link to geotechnical borings that are in a database and scanned; submit to NGDS;  Submit to NGDS and place on Washington Geologic Information Portal interactive site, which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities . ",2,lith
354,Temperature depth log,Records will  be examined Temperature log profiles from bore holes,422 records ,"Temperature, depth, borehole ID, collar elevation, lat., long. of collar, source, date, settling interval, hole diameter, procedure; Temp-depth profiles; ","Data in an excel spreadsheet ; borehole temperature WFS service or place on Washington Geologic Information Portal, which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities . ",2,lith
355,Document,All reports produced by Washington Geological Survey on geology and geothermal topics; Also includes  a update to our geothermal bibliography of WA; ,1000 scanned publications ,Scan documents and then Optical Character Recognition (OCR) to make searchable.,Submit all 1000 scanned documents to NGDS in year 1.  We will place all 1000 scanned documents online on WGS web site. ,2,meta
356,Geologic map,Geologic maps at 1:500k; 1:250k; 1:100k ; 1:24k,55 individual maps ,"Lithology, Formation, age, faults, folds, point data, labels ","1:500k; 1:250k; 1:100k state wide and some 1:24k coverage is already digital and can be submitted to NGDS; 5 priority 1:24k maps will be submitted to NGDS. Place data on WGS Washington Geologic Information Portal interactive site, which is our WFS.",2,map
357,Geothermal map,1981;1994; 2008 maps; Idaho National Lab map which is based on WGS map,4 maps,"Location, temperatures, with shaded polygons indicating high and low temp geothermal areas.","Data will be digitized from the most recent and complete map and  provided in a shape file for NGDS document repository; Data will be placed on WGS web site and on Washington Geologic Information Portal interactive, which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities.",2,meta
358,Active fault,Line features and descriptions for  active faults;,200,"Age of last movement, fault type, estimated total displacement, slip vector, reference","Taken from existing database or data and will be digitized from geologic maps and imagery, and  provided in an  shape file for NGDS document repository; Data will be placed on WGS web site and/or on Washington Geologic Information Portal interactive site.",2,tect
359,"Geologic unit feature,  geothermal characterization",Lithology intervals,"","Unit descriptions, lithology; occasional permeability and porosity, thermal conductivity and specific heat.","Taken from existing database, publications, or data will be digitized from geologic maps , and  provided in a shape file for NGDS document repository; Data will be placed on WGS web site and/or on Washington Geologic Information Portal interactive site which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities. Only selected digitizing of 1:24k will be done, otherwise will exceed the time allotted.",2,meta
360,Volcanic vent feature,Volcanic vents dataset,300,"Location of vents, lithology, age","Data will be provided in an excel spreadsheet document, in a feature class and shape file and shape file for NGDS repository; Data will be placed on WGS web site and on Washington Geologic Information Portal which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities .  ",2,tect
361,Bottom hole temperature, holes around Washington  from data loggers placed in water wells.,100,"Location of boreholes, depth, depth of temperature, date",Data will be provided in an excel spreadsheet document and in a feature class and shape file for NGDS repository; Data will be placed on WGS web site and on Washington Geologic Information Portal  ,2,temp
362,Earthquake epicenter/hypocenter,Locations of earthquake epicenters and hypocenters,300,"Time, magnitude, location of hypocenters to define active areas. Propose to exclude data below magnitude 2.5 ",Data will be provided in an excel spreadsheet document and feature class and shape file for NGDS repository; Data will be placed on WGS web site and on Washington Geologic Information Portal which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities.,2,tect
363,Temperature,bottom hole temperature,100,"Temperature, depth, borehole ID, collar elevation, lat, long of collar, source, date measured,  hole diameter, procedure; Temperature depth profiles;","Data will be provided in an excel spreadsheet document, feature class and shape file for NGDS repository; arrangement with NGDS to incorporate data into database for NGDS borehole temperature. Place on Washington Geologic Information Portal which uses ArcGIS Server. This site has Web Feature Service (WFS) and Web Map Services (WMS) capabilities.",2,temp
364,Borehole lithology log dataset,wells w/temperature logs,200,"depth, borehole ID, lat, long, elevation, lithology, stratigraphy, hole diameter, date drilled, casing","Data will be provided in standard schema, WGNHS to host OGC service of logs locations.",8,lith
365,Digital well log,digital well logs,200,"depth, borehole ID, lat, long, elevation, natural gamma, normal resistivity, self potential, caliper, temperature, fluid conductivity, borehole flow.","Data will be made available in LAS format for repository, WGNHS to host WFS.",8,lith
366,Document,Wisconsin Geological and Natural History Survey (WGNHS) publications,2,Wisconsin Geological and Natural History Survey publication.  These Bulletins give the geology of the granites in central Wisconsin,"Scanned images of the publications in PDF format will be made available for repository, WGNHS to host WMS for map data.",8,meta
367,Bottom hole temperature,bottom hole temperatures,200,"depth, borehole ID, lat, long, elevation, lithology, stratigraphy, temperature","Observation data will be provided in standard schema, WGNHS to host OGC service.",8,temp
368,Crustal Stress data,"values from literature (Haimson,1980 for example)",5,"lat, lon, max and min stresses, depth, orientation, method","Observation data will be provided in standard schema, WGNHS to host OGC service.",8,tect
369,Permeability,values from reports and WGNHS projects.,30,"permeability, borehole ID, depth, lat, long, method, lithology, stratigraphy","Observation data will be provided in standard schema, WGNHS to host OGC service.",8,Other
370,Borehole lithology log dataset,Lithologic logs from proposed 1000' borings,2,"depth, borehole ID, lat, long, elevation, lithology, stratigraphy, hole diameter, date drilled, casing","Data will be provided in standard schema, WGNHS to host OGC service of logs locations.",8,lith
371,Digital well log,logged well from proposed  1000' borings,2,"depth, borehole ID, lat, long, elevation, natural gamma, normal resistivity, self potential, caliper, temperature, fluid conductivity, borehole flow, acoustic borehole televiewer, fracture identification",Data will be delivered as part of an Access Database for NGDS repository.,8,lith
372,Bottom hole temperature,readings from proposed 1000' borings,2,"depth, borehole ID, lat, long, elevation, lithology, stratigraphy, temperature","Observation data will be provided in standard schema, WGNHS to host OGC service.",8,temp
373,Permeability,"packer test values from proposed 1000' borings, 10 per boring",20,"depth, borehole ID, lat, long, elevation, permeability, interval head, lithology.","Observation data will be provided in standard schema, WGNHS to host OGC service.",8,Other
374,"Trace constituent chemistry dataset. (Water Chemistry, trace-element data)","KUT analysis of drill cuttings from proposed 1000' borings, 10/boring",20,"depth, borehole ID, lat, long, elevation, Potassium, uranium, thorium (KUT) concentrations from boring cuttings.","Observation data will be provided in standard schema, WGNHS to host OGC service.",8,rchem
375,digitized log suites that include temperature logs,LAS logs and metadata,25,"API number, well coordinates, digitized traces (temperature, density, gamma ray, neutron, induction, etc. -- where available)","GIS coverage (shp file), .las files",30,lith
376,Well Logs,"12,865 scanned log suites that include temperature logs",12865,"API number, well coordinates, scanned log images for relevant wells","GIS coverage (shp file), .tif files",30,lith
377,Bottom Hole Temperature ,bottomhole temperatures to be read from oil/gas well temperature logs,3000,"API number, well coordinates, temperature and depth at which temperature is read, formation at TD, time since circulation (if available)","data can be entered into an Oracle table, exported to Excel as needed by users, via the WVGES project website",30,temp
378,Basement Map,Georeferenced basement structure map with 115 individual features (faults) digitized and identified,1,self-contained image; identifies individual features; metadata,GIS coverage (SHP file),30,map
379,Gravity map,Georeferenced Bouger gravity map for the state,1,self-contained image with explanatory material; metadata,GIS coverage (SHP file),30,map
380,Aeromagnetic map,Georeferenced aeromagnetic map for the state,1,self-contained image with explanatory material; metadata,GIS coverage (SHP file),30,other
381,Hot Springs Features and Water Chemistry,"Hot spring description records: Data taken from the Mineral Springs of Wyoming Publication, data includes temperature, flow, and in water chemistry were available.",50,"Location, Flow, Temp, Ownership, Special Designations, Source, and water chemistry","Data will be collected from 2 available WSGS reports, compared to USGS hot springs data, and digitized into datasets for inclusion in the NGDS",7,temp
382,Bottom Hole Temperature ,Data cataloged from the Wyoming Oil and Gas Conservation Commission.,"10,000 - 20,000","temperature, depth, Well ID, lat, long, source, date measured, hole diameter, drilling fluid, and time since circulation","Data will be delivered in a point datafile, and incorporated into the NGDS",7,temp
383,Scan Wyoming Basin Geothermal Resource Reports,"pdf reports, GIS data",4,"Basin Thermal Gradient Contour Maps, Stratigraphic Chart by Basin, Temperature Depth Charts. Heat Flow Values, Geologic Map (Both by basin and statewide)",Scanned reports and GIS data from digitized maps and tables will be inserted into the NGDS,7,temp
384,Metadata,"Create complete metadata for the 6 data types submitted (Wyo Hot Springs, BHT, 4 basin reports)",6,"Expanded .sgml file to be included for each feature class, and required metadata for the written reports",Format to be determined for addition to the NGDS,7,meta
